Video ID;Central_Object;Texture;Color;Size_Shape;Object_2;Object_3;Object_4;Environment;Lighting;Video_Clarity;Movement_Behavior;Camera_Position;Camera_Angle;Caption;Folder;complexity
Tulamben1_Jun2022/0039.mp4;cá biển;trên cơ thể có nhiều vân;có màu trắng và nâu;kích thước bé, hay ẩn nấp;san hô;;;môi trường nước trong vắt;ánh sáng có thể chiếu qua với cường độ thấp;chất lượng video cao;con bá bơi nhanh để tìm chỗ ẩn nấp;vị trí camera toàn cảnh;góc máy quay dọc, tiến về phía trước;In the high quality video, sea fish are white and brown in color, have many stripes on their bodies, are small in size and often hide in coral reefs. The water environment is clear, low light can shine through, helping to record clear images. The fish swims quickly to find a hiding place, creating a lively scene. The camera is placed in a panoramic position, with a vertical and forward camera angle to create the feeling of being closer to the subject.;Tulamben1_Jun2022;medium
HKUST_Aug2022/007.mp4;khe đá;;màu xám, sần sùi;kích thước lớn;có cá bơi quanh;;;nước khá đục;sâu trung bình, có ánh sáng;chất lượng ổn, khá rõ;cá bơi khá chậm;quay khe đá;góc máy rộng, quay ngang;The rock crevice is gray and rough, with large dimensions and fish swimming around. The water is quite murky, with medium depth and some light. The video quality is decent and fairly clear, with fish swimming slowly. The wide-angle camera pans horizontally around the rock crevice.;HKUST_Aug2022;medium
Silverstrand_Aug2022/0019.mp4;lưới đánh cá cũ;;nâu bùn;khá lớn;xung quanh là đá;;;nước xanh ngọc;độ sâu trung bình, có ánh sáng mặt trời;chất lượng ổn, rõ;;quay xung quanh;góc máy ngang, quay toàn cảnh;The old, muddy brown fishing net is quite large, lying among rocks in emerald green water at medium depth, illuminated by sunlight. The water quality is clear, with a panoramic view and horizontal angle, circling around the net, creating an impressive underwater scene.;Silverstrand_Aug2022;medium
Manza_Feb2020/0059.mp4;một sinh vật biển;;thân màu đen và màu đỏ thẫm, xù xì;kích thước nhỏ;bãi cát trắng;;;nước biển trong xanh;;video có chất  lượng rõ nét;sinh vật biển không di chuyển;camera quay cận cảnh sinh vật biển;góc quay tĩnh sinh vật biển;Under the sunlight filtering through the ocean, a small marine creature emerges on the white sandy beach. With its black and deep red body, it stands out distinctly. The inviting azure sea sparkles in the background. The video captures clear images of the creature, as the camera zooms in from a serene angle, offering a close-up view.;Manza_Feb2020;medium
Nusa_penida_Aug15_2023/0047.mp4;rạn san hô;;nhiều màu sắc khác nhau;kích thước lớn;nhiều loại cá với nhiều màu sắc khác nhau bơi xung quanh;;;nước trong xanh;;chất lượng cao, quay rõ nét;nhiều loại cá với nhiều màu sắc khác nhau bơi xung quanh.;video quay rõ nét khung cảnh xung quanh rạn san hô;góc quay ngang bao quát toàn cảnh;A high-quality video captures a large coral reef with diverse colors and sizes. Various species of fish, displaying a multitude of colors, swim around in the clear blue water. The footage provides clear scenes of the surrounding coral reef, with a horizontal angle offering a panoramic view.;Nusa_penida_Aug15_2023;medium
KAUST_Jun2023/0021.mp4;rạn san hô;;nhiều màu sắc khác nhau;kích thước lớn;2 người thợ lặn;;;nước trong xanh;;chất lượng cao, quay rõ nét;2 người thợ lặn đang quan sát phía trên rạn san hô;video quay rõ nét khung cảnh xung quanh rạn san hô và 2 người thợ lặn;góc quay ngang bao quát toàn cảnh;Under the sea, a large coral reef displays vibrant colors. Two divers observe from above. The water is clear and of high quality, sharply captured in the video. The footage vividly depicts the surroundings of the reef and the divers, with a panoramic view capturing the entire scene beautifully.;KAUST_Jun2023;medium
Tulamben1_Jun2022/0041.mp4;cá đuối biển;thân bẹt;có màu nâu;kích thước khi trưởng thành;con cá biển bơi bên cạnh;;;môi trường nước trong vắt, hơi bị đục do con cá đuối kiếm ăn;ánh sáng có thể chiếu qua với cường độ thấp;chất lượng video cao;cá đuôi đang tích cực tìm kiếm thức ăn hoặc ẩn núp;vị trí camera toàn cảnh;góc máy quay tịnh tiến về phía trước;A mature, flat-bodied brown stingray swims alongside another sea fish. The water is crystal clear but slightly murky due to the stingray foraging for food. Light penetrates with low intensity. The high-quality video captures the stingray actively searching for food or hiding.;Tulamben1_Jun2022;medium
Nusa_penida_Aug15_2023/0021.mp4;1 người thợ lặn;;mặc bộ đồ lặn màu đen;;rạn san hô;;;nước trong xanh;;chất lượng cao, quay rõ nét;người thợ lặn đang chụp ảnh 1 cây san hô màu đen;video quay rõ nét người thợ lặn và khung cảnh xung quanh;góc quay ngang bao quát toàn cảnh;Under the sea, a diver in a black diving suit is exploring a coral reef. The water is clear, high-quality, capturing the diver clearly taking a photo of a black coral. The video records the diver and the surrounding scenery vividly, with a horizontal angle covering the entire scene.;Nusa_penida_Aug15_2023;medium
RajaAmpat_Jan2013/0006.MOV;cá bò bông bi;;đen, trắng, xanh lục;trung bình khá;xung quanh là san hô;;;nước trong xanh;độ sâu trung bình, sánh sáng mặt trời;chất lượng ổn, khá rõ;;quay xung quanh;góc quay ngang, toàn cảnh;A black, white, and greenish-blue cowfish of medium size swims around in a coral reef environment. The water is clear blue, with medium depth, illuminated by sunlight. The panoramic view rotates around with a horizontal angle, providing stable and clear imagery.;RajaAmpat_Jan2013;medium
Nusa_penida_Aug15_2023/0034.mp4;vách đá dưới đáy biển;;;kích thước khổng lồ;một số loại cá bơi xung quanh;;;nước tối màu do ánh sáng;ánh sáng tối;video hơi mờ do ánh sáng tối;những con cá đang bơi giữa những vách đá sâu;video quay khung cảnh xung quanh vách đá;góc quay ngang bao quát toàn cảnh;Under the seabed, there are colossal rock walls, with various fish swimming around. The water appears dark due to the weak light, resulting in slightly blurred video footage. Fish swim amidst the deep rock walls. The video captures the scene around the rock walls, with panoramic shots encompassing the entire view.;Nusa_penida_Aug15_2023;medium
Tulamben2_Jun2022/0009.mp4;thợ lặn;;mặc bồ đồ thợ lặn màu đen;kích thước lớn;rặng san hô;;;môi trường nước trong vắt;ánh sang có thể chiếu qua;chất lượng video cáo, rõ nét;bơi từ từ;vị trí camera toàn phần;góc quay ngang, rộng;Divers wearing large black diving suits often operate near coral reefs. The water environment is clear with penetrating light, allowing for high-quality, clear videos. Divers move slowly underwater, with the camera positioned entirely to capture the entire scene. The camera angle is wide and horizontal, capturing all surrounding developments.;Tulamben2_Jun2022;medium
Israel_Eilat_Oct2022/0002.mp4;xác tàu đắm;;gỉ sét;to;thợ lặn bơi quanh;;;nước trong xanh;độ sâu trung bình, ánh sáng vẫn chiếu tới;chất lượng tốt, rõ;thợ lặn bơi quanh;quay xung quanh;góc máy ngang, quay góc rộng;The sunken shipwreck, covered in rust, is large, with divers swimming around. The water is clear, with moderate depth and ample light. The video quality is good, sharp, capturing the divers swimming. The camera pans around with a wide-angle horizontal shot.;Israel_Eilat_Oct2022;medium
SanDiego_23Apr2023/0020.mp4;xác tàu đắm;;gỉ sét;khá lớn;cá bơi quanh;;;nước biển xanh ngọc;khá sâu,dùng đèn pin;video có chất lượng rõ nét;;quay xung quanh;quay góc ngang, bao quát toàn cảnh;A large, rusty shipwreck with fish swimming around it lies in the emerald green water at a significant depth, illuminated by flashlights. The high-quality video captures this scene with a panoramic, horizontal view.;SanDiego_23Apr2023;medium
GreenIsland_Shih Lang_Apr10_2023/004.mp4;một rạn san hô;;nhiều màu sắc khác nhau;kích thước lớn;nhiều loại cá và rùa khác nhau;;;nước biển trong xanh;;video có chất lượng rõ nét;những con cá và rùa đang bơi xung quanh rạn san hô;video quay rõ nét rạn san hô lớn được vây quanh bởi những đàn cá và những con rùa lớn;góc quay ngang cận từ trên xuống;Beneath the ocean floor, lies a coral reef adorned with a plethora of colors and large dimensions, surrounded by various types of fish and turtles. The sea water is as clear as jade. A high-quality video captures the scene of fish and turtles swimming around the coral reef, depicting the vibrant life below the ocean surface.;GreenIsland_Shih Lang_Apr10_2023;medium
KAUST_Jun2023/0014.mp4;rạn san hô;;nhiều màu sắc khác nhau;kích thước lớn;1 đàn cá nhỏ màu cam bơi xung quanh;;;nước trong xanh;;chất lượng cao, quay rõ nét;1 đàn cá nhỏ màu cam bơi xung quanh;video quay rõ nét khung cảnh xung quanh rạn san hô;góc quay ngang bao quát toàn cảnh;A large, colorful coral reef is adorned with a small school of orange fish swimming around. The crystal-clear water enhances the stunning scenery. The high-definition video captures the reef and its surroundings with a horizontal shot, providing a breathtaking panoramic view.;KAUST_Jun2023;medium
GreenIsland_Shih Lang_Apr10_2023/0031.mp4;nhím biển;;màu đen;kích thước trưởng thành;người thợ lặn đang xem xét san hô xung quanh;;;nước biển tối màu;khá sâu, chỉ có ánh sáng đèn pin soi sáng;video khá rõ, chất lượng cao;san hô và nhím biển chuyển động nhẹ nhàng;quay lướt qua khung cảnh san hô;quay góc rộng;In the deep sea, large black sea urchins are observed by a diver amidst coral reefs. Dark waters illuminated by dive lights. High-quality video captures the gentle movement of coral and sea urchins from a wide angle.;GreenIsland_Shih Lang_Apr10_2023;medium
PhuQuoc_Jun2022/0002.mp4;rặng san hô;;nhiều màu;khá lớn;đàn cá bơi quanh;;;nước trong xanh;độ sâu trung bình, có ánh sáng mặt trời;chất lượng ổn, rõ;;quay xung quanh;góc máy ngang, quay toàn cảnh;The vibrant, large coral reef with schools of fish swimming around creates a breathtaking scene. The water is crystal clear, with sunlight penetrating at a medium depth. The camera circles around, at a horizontal angle, capturing the entire scene in high quality.;PhuQuoc_Jun2022;medium
Nusa_penida_Aug15_2023/0024.mp4;1 bãi cát dưới đáy biển sâu;;;;1 người thợ lặn;;;nước trong xanh;;chất lượng cao, quay rõ nét;người thợ lặn đang bơi ngang qua bãi cát dưới đáy biển;video quay cận cảnh bãi cát và khung cảnh xung quanh;góc quay ngang bao quát toàn cảnh;Deep beneath the ocean floor lies an expanse of sandy beach. A diver swims across this sandy expanse. The water is crystal clear, ensuring high-quality footage capturing every detail. The video provides close-ups of the sandy beach and the surrounding scenery, with a horizontal angle providing an encompassing view.;Nusa_penida_Aug15_2023;medium
Oahu2_Jul2022/0047.mp4;1 sinh vật biển;;;kích thước bé;thợ lặn;;;nước tối màu;ánh sáng ban đêm;chất lượng cao, quay rõ nét;thợ lặn soi đèn theo dõi khám phá sinh vật biển lạ và chụp hình nó;quay xung quanh;góc quay ngang bao quát toàn cảnh;In the dark water, a small marine creature stands out in the night under the light from the lamps. A diver uses this light to track the creature and carefully captures images. The high-quality video captures every detail, from sharp close-ups of the marine creature and the diver to wide-angle shots encompassing the entire scene.;Oahu2_Jul2022;medium
BigIsland_BlackWaterDive_Jan6_2023/0030.mp4;sinh vật phù du;;màu vàng do phản chiếu ánh sáng từ đèn của thợ lặn;nhỏ;Sứa Venus girdle;;;nước biển trong;;rõ nét;thả trôi;toàn cảnh;góc quay ngang và tịnh tiến tới;The tiny yellow luminescent creatures reflect light from the diver's torch. Drifting softly in the underwater realm, they create vivid scenery. The panoramic shift from horizontal sweep to tranquil progression engenders a mysterious space.;BigIsland_BlackWaterDive_Jan6_2023;medium
Padangbai_Jun2022/0057.mp4;con cá;có vân đen;màu vàng sọc đen;;bãi đá;;;môi trường nước trong suốt;ánh sáng chiếu sáng qua mặt nước;video có chất lượng rõ nét;cá bơi chậm;quay xung quanh;góc máy quay ngang;In the rocky shore, a fish with unique beauty: its body adorned with elegant black stripes and patterns. The transparent water environment, with light shining through the surface, creates a stunning scene as the fish swims leisurely.;Padangbai_Jun2022;medium
WestPalmBeach_May2023/0196.mp4;xác tàu đắm;;gỉ sét;khá lớn;cá bơi quanh;;;nước xanh lam;độ sâu trung bình, ánh sáng mặt trời;chất lượng ổn, khá rõ;cá bơi nhanh;quay xung quanh;góc máy rộng, quay toàn cảnh;A fairly large, rusty shipwreck with fish swimming rapidly around it is situated in blue water. The medium depth allows sunlight to penetrate, with fairly clear image quality. The camera captures a wide-angle, panoramic view, creating a vivid and detailed scene.;WestPalmBeach_May2023;medium
WestPalmBeach_May2023/0039.mp4;1 sinh vật biển;;nhìn khá giống cua nhưng thân nhỏ nhưng chân rất dài, màu vàng;kích thước nhỏ;1 dải rạn san hô đầy màu sắc;;;nước biển trong xanh;;video có chất lượng rõ nét;sinh vật biển núp vào trong khe của rạn san hô;quay cận cảnh sinh vật biển;góc quay ngang và zoom vào sinh vật biển;"A small, yellow crustacean with a diminutive body but elongated legs scuttles into a crevice within a vibrant coral reef. The high-quality footage captures the intricate details of the creature as it takes shelter in the crystal-clear waters.
";WestPalmBeach_May2023;medium
WestPalmBeach_May2023/0102.mp4;một cây xanh dưới biển;;màu xanh lục;kích thước nhỏ;bãi cát;;;nước biển trong xanh;;video có chất lượng rõ nét;cây xanh không chuyển động;camera quay cận cảnh cây xanh;góc quay cao, từ trên cao xuống;"A lush, verdant plant sways gently atop the pristine, sandy seafloor, its vibrant fronds captured in a close-up, high-angle shot that showcases the plant's delicate beauty in the crystal-clear, azure waters.
";WestPalmBeach_May2023;medium
Tulamben_Jun2022/0014.mp4;rặng đá;;nâu, đen;kích thước lớn;thợ lặn lướt qua;;;nước trong xanh;khá tối;chất lượng ổn ,rõ;;quay xung quanh;góc quay ngang toàn cảnh;Beneath the clear but quite dark water, a large rock formation with brown and black colors appears clearly. A diver glides past, creating a majestic scene. The footage, captured in a panoramic horizontal view, is of good quality and clear visibility.;Tulamben_Jun2022;medium
Tulamben_Jun2022/0022.mp4;rặng đá;;nâu, đen;kích thước lớn;nhiều cá bơi quanh;;;nước trong xanh;khá tối;chất lượng ổn ,rõ;;quay xung quanh;góc quay ngang toàn cảnh;Beneath the clear but quite dark water, a large rock formation with brown and black colors appears clearly. Many fish swim around the rock, creating a lively scene. The footage, captured in a panoramic horizontal view, is of good quality and clear visibility.;Tulamben_Jun2022;medium
GreenIsland_Guanqun/003.mp4;1 người thợ lặn;;trong bộ đồ màu đen;kích thước lớn;một hang động nhỏ với một khoảng hở lớn ở phía trên;;;nước biển trong xanh;ánh sáng chiếu vào hang động thành những tia nắng lấp lánh;video có chất lượng rõ nét;người thợ lặn ghi lại hình ảnh trong hang động;video quay rõ nét hình ảnh người thợ lặn trong một hang lớn dưới đáy biển;góc quay ngang bao quát hang và người thợ lặn dưới đại dương;A diver in a large black wetsuit approaches a small cave. Sparkling blue light shines down from above. The high-definition video captures the diver exploring the cave, with shots that encompass the entire underwater landscape.;GreenIsland_Guanqun;medium
Eqypt_Oct2022/0089.mp4;1 nhóm thợ lặn;;;nhiều loại cá với nhiều màu sắc khác nhau bơi xung quanh;1 rạn san hô;;;nước trong xanh;;chất lượng cao, quay rõ nét;nhiều loại cá với nhiều màu sắc khác nhau bơi xung quanh rạn san hô, nhóm thợ lặn bơi ngang qua rạn san hô;video quay rõ nét cận cảnh nhóm thợ lặn và khung cảnh xung quanh rạn san hô;góc quay ngang bao quát toàn cảnh;Beneath the ocean, a team of divers glides past a coral reef, surrounded by diverse fish of various colors. The water is clear and of high quality, sharply captured in the video. The footage provides a close-up of the divers and the surrounding scene, with a panoramic view capturing the entire scene beautifully.;Eqypt_Oct2022;medium
Tulamben1_Jun2022/0046.mp4;rặng san hô;có hình thể kì lạ, có nhiều rêu và hau bám hơn;đa dạng màu sắc của san hô;kích thước lớn;đa dạng các loài cá bơi xung quanh kiếm mồi;;;môi tường nước trong suốt, nước biển có ánh đỏ;ánh sáng có thể chiếu qua;chất lượng video cao, rõ nét;đàn cá kiếm ăn xung quanh rặng san hô, bơi từ từ;vị trí camera toàn phần;góc quay ngang, rộng;In the high quality video, sea fish are white and brown in color, have many stripes on their bodies, are small in size and often hide in coral reefs. The water environment is clear, low light can shine through, helping to record clear images. The fish swims quickly to find a hiding place, creating a lively scene. The camera is placed in a panoramic position, with a vertical and forward camera angle to create the feeling of being closer to the subject.;Tulamben1_Jun2022;medium
MontereyBay_Jun2023/0016.mp4;tảo biển;;vàng;to và dài;xung quanh là tảo và rặng đá;;;nước xanh ngọc, đục;sâu trung bình, có ánh sáng chiếu tới;chất lượng ổn, rõ;tảo chuyển động;quay xung quanh;quay góc rộng ngang;The seaweeds, in golden hue, are large and elongated, surrounded by other seaweeds and coral reefs. The water is murky emerald, of moderate depth, with light shining through, providing decent and clear visibility. The seaweeds sway gently, creating a scene that pans around with a wide-angle view.;MontereyBay_Jun2023;medium
Oahu1_Jul2022/0039.mp4;1 con cá;;màu xám;thân dài;rạn đá dưới đáy biển;;;nước trong xanh;;chất lượng vừa, quay hơi mờ;con cá nấp dưới rạn đá;video quay không rõ nét con cá;góc quay ngang bao quát toàn cảnh;Under the clear blue sea, a gray fish with a long body is swimming beneath the rocky reef. The video, of moderate quality, is slightly blurry. The panoramic side shot covers the entire scene but lacks clarity.;Oahu1_Jul2022;medium
June23_2023_Maldive/0021.mp4;đàn cá nhỏ;bơi theo đàn, với số lượng lớn;màu chủ đọa là màu trắng;kích thước siêu nhỏ;bãi cát lớn, điểm vài khu vực có rặng đá;;;mô trường nước trong;ánh sáng nhè nhẹ với sự kết hợp từ sự hỗ trợ của đèn pin;video chất lượng tốt, khá rõ;đàn cá di chuyển với tốc độ nhanh, bơi loạn xạ, không có quy luật, bơi tới chỗ có ánh sáng, dòng hải lưu mạnh;vị trí camera toàn phần, quay xung quanh;góc quay dọc lui về sau;The large school of small fish, abundant in number, primarily white in color, and extremely tiny in size, swims together over a large sandy seabed, occasionally passing by areas with rocky reefs. In the underwater environment, there is gentle light with the assistance of a flashlight. The video quality is good, quite clear. The school of fish moves quickly, swimming in a chaotic manner, without any apparent pattern, moving towards areas with light amidst strong ocean currents. The camera position is panoramic, rotating around with a backward vertical angle.;June23_2023_Maldive;medium
KAUST_Jun2023/0058.mp4;rặng san hô;;nhiều màu sắc;kích thước lớn;cá bơi quanh;;;nước biển trong xanh;ánh sáng ban ngày;video có chất lượng rõ nét;;quay xung quanh;góc quay ngang bao quát toàn cảnh;A large, colorful coral reef with fish swimming around in the crystal-clear blue water under daylight. The high-quality video captures this scene with a panoramic, horizontal view.;KAUST_Jun2023;medium
GreenIsland_SteelReef_Apr10_2023/0024.mp4;1 đàn cá bàn sa;;thân trắng với hai sọc đen;kích thước nhỏ;1 công trình dưới đáy biển;;;nước biển trong xanh;;video có chất lượng rõ nét;đàn cá bàn sa bơi chậm rãi phía trên công trình;video quay rõ nét cận cảnh đàn cá bàn sa;qóc quay ngang xung quanh đàn cá;In a clear, high-definition video, a school of small Bansa fish with white bodies and two black stripes swim leisurely above an underwater structure. The video captures a close-up of the Bansa fish with a horizontal pan, showcasing their small size and gentle movements.;GreenIsland_SteelReef_Apr10_2023;medium
WestPalmBeach_May2023/0183.mp4;cá mập;;xám;trung bình;cá bơi quanh;;;nước xanh lam;độ sâu trung bình, ánh sáng mặt trời;chất lượng ổn, khá rõ;;quay xung quanh;góc máy rộng, quay toàn cảnh;A medium-sized, gray shark with fish swimming around it is situated in blue water. The medium depth allows sunlight to penetrate, with fairly clear image quality. The camera captures a wide-angle, panoramic view, creating a vivid and detailed scene.;WestPalmBeach_May2023;medium
Tulamben1_Jun2022/0080.mp4;cá đuối biển;thân bẹt;có màu nâu;kích thước khi trưởng thành;vài chú cá bơi cạnh với đa dạng màu sắc;;;môi trường nước trong vắt, hơi bị đục do con cá đuối kiếm ăn;ánh sáng có thể chiếu qua với cường độ thấp;chất lượng video cao;cá đuôi đang tích cực tìm kiếm thức ăn hoặc ẩn núp;vị trí camera toàn cảnh;góc máy quay tịnh tiến về phía trước;In the video, sea manta rays often have flat bodies, brown color, and large sizes when mature. There are usually a few fish swimming nearby with a variety of colors. In clear water, slightly cloudy because the stingray is feeding. Light can usually shine through at low intensity, facilitating high-quality video recording. Stingrays are often actively searching for food or lurking on the seabed. The camera was placed in a panoramic position and the camera angle was moved forward to capture the stingray's behavior naturally.;Tulamben1_Jun2022;medium
Oahu2_Jul2022/0046.mp4;1 sinh vật biển;;màu trắng;kích thước bé;thợ lặn;;;nước tối màu;ánh sáng ban đêm;chất lượng cao, quay rõ nét;thợ lặn soi đèn theo dõi sinh vật biển lạ và chụp hình nó;quay xung quanh;góc quay ngang bao quát toàn cảnh;Under the night light, a small white marine creature stands out in the dark water. A diver uses the light to track this marine creature, carefully capturing images. The high-quality video captures every detail, from sharp close-ups of the marine creature and the diver to wide-angle shots encompassing the entire scene.;Oahu2_Jul2022;medium
GreenIsland_April11_2023/0023.mp4;những vách đá ngầm dưới đáy biển;;;;tảo, rong biển, san hô, cỏ biển, bọt biển mọc đầy trên đá;;;nước trong xanh;;chất lượng cao, quay rõ nét;nhiều loại cá bơi xung quanh.;video quay rõ nét khung cảnh xung quanh vách đá;góc quay ngang bao quát toàn cảnh;On the seabed, the submerged rocks are covered with algae, seaweed, coral, seagrass, and sponges. The clear blue water and high-quality video capture the vibrant scene clearly, with various fish swimming around the rocks, creating a lively picture.;GreenIsland_April11_2023;medium
KAUST_Jun2023/0017.mp4;rạn san hô;;nhiều màu sắc khác nhau;kích thước lớn;nhiều loại cá với nhiều màu sắc khác nhau bơi xung quanh;;;nước trong xanh;;chất lượng cao, quay rõ nét;nhiều loại cá với nhiều màu sắc khác nhau bơi xung quanh.;video quay rõ nét khung cảnh xung quanh rạn san hô;góc quay ngang bao quát toàn cảnh;A high-quality video captures a large coral reef with diverse colors and sizes. Various species of fish, displaying a multitude of colors, swim around in the clear blue water. The footage provides clear scenes of the surrounding coral reef, with a horizontal angle offering a panoramic view.;KAUST_Jun2023;medium
GreenIsland_Shih Lang_Apr10_2023/0024.mp4;cá spicara maena;;trắng sọc đen;kích thước trung bình;rặng san hô xung quanh;;;nước biển tối;khá sâu, phải dùng đèn pin;video rõ nét, chất lượng ổn định;cá bơi từ từ, chậm rãi;video quay lướt qua chú cá đang bơi;quay góc cận rồi xa dần;The Spicara maena, with white body and black stripes, medium-sized, swims amidst coral reefs. In the dark, deep sea, dive lights are necessary. Stable, high-quality video captures its slow, graceful movement, from close-up to gradually widening angles.;GreenIsland_Shih Lang_Apr10_2023;medium
GreenIsland_April11_2023/0019.mp4;vách đá ngầm dưới đáy biển;;;kích thước lớn;tảo, rong biển, san hô, cỏ biển, bọt biển mọc đầy trên đá;;;nước trong xanh;;chất lượng cao, quay rõ nét;;video quay rõ nét khung cảnh xung quanh những vách đá dưới đáy biển;góc quay ngang từ thấp lên cao bao quát không gian xung quanh;Under the sea floor, large underwater rock walls are abundant with algae, seaweed, coral, seagrass, and sea foam thriving on their surfaces. The water is clear and of high quality, sharply captured in the video. It vividly depicts the surroundings of the underwater rock walls, with a horizontal angle sweeping from low to high, providing a perfect panoramic view of the surrounding space.;GreenIsland_April11_2023;medium
Eqypt_Oct2022/0087.mp4;rạn san hô;;nhiều màu sắc khác nhau;kích thước lớn;nhiều loại cá với nhiều màu sắc khác nhau bơi xung quanh;;;nước trong xanh;;chất lượng cao, quay rõ nét;nhiều loại cá với nhiều màu sắc khác nhau bơi xung quanh.;video quay rõ nét khung cảnh xung quanh rạn san hô;góc quay ngang bao quát toàn cảnh;Beneath the ocean, the coral reef shines with its diverse colors and grand size. Various fish of different hues create a vibrant scene as they swim around. The water is clear and of high quality, sharply captured in the video. The camera angle provides a panoramic view, capturing the entire scene beautifully.;Eqypt_Oct2022;medium
WestPalmBeach_May2023/0174.mp4;cá mập;;xám;trung bình;cá bơi quanh;;;nước trong xanh;sâu trung bình, ánh sáng mặt trời;chất lượng tốt, rõ;;quay xung quanh;góc quay rộng, toàn cảnh;The gray shark swims around in clear blue water, with sunlight creating clear quality. Filming around with a wide angle, panoramic view shows the shark's graceful movement in its natural environment.;WestPalmBeach_May2023;medium
TelAviv_Caesarea_Oct2022/0029.mp4;rặng san hô;;màu nâu đặc trưng;kích thước lớn phân bố rộng, liên tục;đàn cá nhỏ với số lượng lớn bơi xung quanh đẻ kiếm đồ ăn;;;môi trường nước trong xanh;ánh sáng có thể chiếu xuyên qua làn nước;chất lượng video rõ nét;đàn cá có tốc độ di chuyển chậm rãi;vị trí camera toàn phần;góc quay ngang, rộng để mô tả độ lớn của loài cá;"The coral reef has a distinctive brown color, is large in size, and is widely and continuously distributed. A large number of small fish swim around searching for food. The water is clear, and light penetrates through it. The video is high definition. The fish move slowly. The camera captures the entire scene, with a wide horizontal angle to show the size of the fish school.

";TelAviv_Caesarea_Oct2022;medium
PhuQuoc_Jun2022/0019.mp4;rặng san hô;;nhiều màu;khá lớn;đàn cá bơi quanh;;;nước trong xanh;độ sâu trung bình, có ánh sáng mặt trời;chất lượng ổn, rõ;;quay xung quanh;góc máy ngang, quay toàn cảnh;The vibrant, large coral reef with schools of fish swimming around creates a breathtaking scene. The water is crystal clear, with sunlight penetrating at a medium depth. The camera circles around, at a horizontal angle, capturing the entire scene in high quality.;PhuQuoc_Jun2022;medium
RajaAmpat_Jan2013/0013.MOV;cá đuối;;đen;khá to;xung quanh là san hô;;;nước trong xanh;độ sâu trung bình, sánh sáng mặt trời;chất lượng ổn, khá rõ;;quay xung quanh;góc quay ngang, toàn cảnh;The large black stingray swims among colorful coral reefs in clear blue water. Sunlight filters through, creating a well-lit and clear viewing space. The horizontal, panoramic angle circles around the stingray, creating a stunning underwater scene.;RajaAmpat_Jan2013;medium
KAUST_Jun2023/0005.mp4;rạn san hô;;nhiều màu sắc khác nhau;kích thước lớn;nhiều loại cá khác nhau bơi xung quanh, nổi bật là đàn cá Chromis viridis màu xanh;;;nước trong xanh;;video có chất lượng rõ nét;nhiều loại cá khác nhau bơi xung quanh, nổi bật là đàn cá Chromis viridis màu xanh;video quay cận cảnh rõ nét rạn san hô và khung cảnh xung quanh;góc quay ngang bao quát toàn cảnh;A large, colorful coral reef with various fish swimming around, highlighted by a school of blue Chromis viridis. The water is crystal clear, and the video quality is sharp. The close-up captures the coral reef and its surroundings, with a horizontal shot providing a comprehensive view of the scene.;KAUST_Jun2023;medium
NusaPenida_Jul2022/0036.mp4;rạn san hô;;màu xanh rêu;kích thước lớn;nhiều loại cá khác nhau bơi xung quanh;;;nước trong xanh;;chất lượng cao, quay rõ nét;nhiều loại cá khác nhau bơi xung quanh;video quay rõ nét rạn san hô và khung cảnh xung quanh;góc quay ngang bao quát toàn cảnh;Underneath the ocean floor, there's a large mossy green coral reef teeming with various fish swimming around. The sea is clear blue. The high-quality video captures a variety of fish swimming around the coral reef, illuminating every detail of the underwater environment. The camera angle pans horizontally to provide an overview of the entire scene.;NusaPenida_Jul2022;medium
Eqypt_Oct2022/0090.mp4;1 đàn cá bé xíu;;màu xanh biển;bé xíu;1 rạn san hô;;;nước trong xanh;;chất lượng cao, quay rõ nét;đàn cá màu xanh bé xỉu đang len lỏi quanh 1 cây san hô;video quay rõ nét đàn cá và cây san hô;góc quay từ trên xuống;Under the sea, a school of tiny blue fish gracefully maneuvers around a coral. The water is clear and of high quality, sharply captured in the video. The footage vividly depicts the school of fish and the coral, with a top-down angle providing an impressive view.;Eqypt_Oct2022;medium
Eqypt_Oct2022/0073.mp4;rạn san hô;;nhiều màu sắc khác nhau;kích thước lớn;nhiều loại cá với nhiều màu sắc khác nhau bơi xung quanh;;;nước trong xanh;;chất lượng cao, quay rõ nét;nhiều loại cá với nhiều màu sắc khác nhau bơi xung quanh.;video quay rõ nét khung cảnh xung quanh rạn san hô;góc quay ngang bao quát toàn cảnh;A high-quality video captures a large coral reef with various vibrant colors. Different types of fish, displaying a multitude of colors, swim around. The clear blue water enhances the beautiful scenery. The video provides clear footage of the surrounding scene, with a horizontal angle offering a comprehensive view.;Eqypt_Oct2022;medium
Tulamben2_Jun2022/0012.mp4;rặng san hô;đa dạng các loài san hô;đa dạng màu sắc;kích thước lớn, phân bố khắp;các loài cá đa dạng màu sắc bơi xung quanh;;;môi trường nước trong vắt;ánh sang có thể chiếu qua;chất lượng video cáo, rõ nét;bơi từ từ, có cầm đèn pin và thu dây đã quấn trên các rặng săn hô;vị trí camera toàn phần;góc quay ngang, rộng;Divers in large black suits shoot videos within coral reefs. The water environment is clear, with light shining through, resulting in high-quality videos. They move slowly, shooting from a wide angle.;Tulamben2_Jun2022;medium
