Video ID;Central_Object;Texture;Color;Size_Shape;Object_2;Object_3;Object_4;Environment;Lighting;Video_Clarity;Movement_Behavior;Camera_Position;Camera_Angle;Caption;Folder
0045.mp4;hai con chim cánh cụt ;;màu đen tuyền;kích thước trưởng thành;các rặng san hô ;có bọt khí gần chim cánh cụt;các tảng đá;nước biển xanh đục;;video có chất lượng rõ nét;một chim cánh cụt bơi nhanh qua lại trước camera, một chim cánh cụt bơi ở phía dưới camera với tốc độ chậm;video quay rõ, toàn cảnh hai chú chim cánh cụt ;góc quay tĩnh cảnh chim cánh cụt lớn;Under the murky blue sea, two sleek black penguins glide among coral reefs and rock formations. Bubbles rise close to them. In the video, slightly blurry but still discernible, they swiftly dart back and forth in front of the camera. A static shot captures the entire scene of the two large penguins.;Coronados_Island_21Apr2023
0046.mp4;người thợ lặn;;mặc bộ đồ màu đen, ống thở màu đen vàng, camera màu đen;vóc dáng to cao;bọt khí;;;nước biển trong xanh;;video có chất lượng rõ nét;người thợ lặn bơi chậm, đang lấy thứ gì ra bị dính vào bình oxi lặn;video quay rõ người thợ lặn;góc quay ngang thấy được người thợ lặn;a diver clad in a large black wetsuit stands out. Amidst the darkness, the vibrant yellow-black breathing tube and the black camera capture every moment. Tiny bubbles ascend. With clear quality, the video records the diver's slow movements, attempting to retrieve something from an oxygen tank. A horizontal angle provides a comprehensive view of his actions.;Coronados_Island_21Apr2023
0047.mp4;sứa hộp;;mũ sứa hộp rộng, xúc tu dài, thân hình có màu hồng, nàu trắng, tua dài tầm 2-3m, đuôi to màu đỏ;kích thước lớn;có bọt khí ;mùn hữu cơ;;nước biển xanh lục;;video có chất lượng rõ nét;sứa biển di chuyển bơi tại chỗ;quay toàn phần sứa biển;góc quay tĩnh sứa hộp;Under the emerald sea, a colossal box jellyfish emerges with wide bell and long tentacles. Its pinkish-white body stretches about 2-3 meters, with a large red tail. Bubbles and organic debris surround it. In the video, the image is blurry but still captures the graceful movement of the jellyfish, while also depicting its entire form from various angles.;Coronados_Island_21Apr2023
0048.mp4;tảo biển;;màu xanh rêu;kích thước đa dạng;rạn san hô;nhiều đàn cá nhỏ;mùn hữu cơ;nước biển trong xanh;;video có chất lượng rõ nét;tảo biển di chuyển theo dòng nước, đàn cá nhỏ bơi qua lại trước camerra;video quay rõ, toàn cảnh tảo biển và đàn cá nhỏ;góc quay tĩnh tảo biển và đàn cá nhỏ;Beneath the mossy green sea, seaweeds of various sizes and coral reefs thrive. Schools of small fish glide through the organic debris. The clear blue seawater accentuates this scene. Though slightly blurred, the video authentically captures life beneath the ocean, from the tranquil movements of seaweeds to the playful antics of small fish before the lens. The shot remains static.;Coronados_Island_21Apr2023
0049.mp4;rạn san hô;;"nhiều màu sắc 
rực rỡ, chủ yếu 
là màu xanh rêu,xanh sẫm và màu vàng";kích thước đa dạng;các sinh vật ký sinh trên rạn san hô như tảo, rong biển, nhím biển, sao biển,..;nhiều đàn cá nhỏ;;nước biển trong xanh;;video có chất lượng rõ nét;các sinh vật bám vào rạn san hô chuyển động nhẹ nhàng, các chú cá nhỏ bơi xung quanh các rạn san hô để kiếm ăn;video quay cận cảnh rạn san hô ;góc quay cận cảnh rạn san hô;Beneath the deep sea, coral reefs range from mossy green to shimmering gold. With diverse sizes, they harbor various creatures like algae, seaweed, sea urchins, starfish, and schools of small fish. The seawater is crystal clear, though the video is blurry, still capturing the gentle movements of the creatures.;Coronados_Island_21Apr2023
0050.mp4;hai con chim cánh cụt ;;màu đen tuyền;kích thước trưởng thành;các rặng san hô và đá bao quanh sinh vật;có bọt khí gần chim cánh cụt;;nước biển xanh lam;;video có chất lượng rõ nét;một chim cánh cụt bơi qua lại trước camera, một chim cánh cụt bơi ở phía dưới với tốc độ chậm;video quay rõ, toàn cảnh hai chú chim cánh cụt ;góc quay tĩnh cảnh chim cánh cụt lớn;Under the azure sea, two majestic black-and-white penguins exude maturity with their large size. They navigate through coral reefs and rocks, alongside tiny air bubbles. The video may be blurry but still captures clear images of them. One swims back and forth, the other moves slowly beneath the seabed.;Coronados_Island_21Apr2023
0051.mp4;tảo biển;;màu xanh rêu;kích thước đa dạng;rạn san hô;nhiều đàn cá nhỏ;;nước biển trong xanh;;video có chất lượng rõ nét;tảo biển di chuyển theo dòng nước, đàn cá nhỏ bơi qua lại trước camerra;video quay rõ, toàn cảnh tảo biển và đàn cá nhỏ;góc quay tĩnh tảo biển và đàn cá nhỏ;Beneath the azure sea, seaweed sways in a myriad of mossy greens, varying in size and shape. Coral reefs sprawl, providing sanctuary for shoals of tiny fish. The crystal-clear waters, akin to precious gems, serve as a vibrant backdrop to life below. Captured on film, the gentle sway of seaweed and the graceful movements of small fish are depicted, albeit slightly blurred, showcasing the true beauty of the underwater world. The static shots and wide-angle views offer a vivid portrayal of the scene.;Coronados_Island_21Apr2023
0052.mp4;nhiều đàn cá nhỏ;;màu sắc đa dạng;kích thước đa dạng;rạn san hô;bãi đá;;nước biển đục;;video có chất lượng rõ nét;đàn cá bơi nhẹ nhàng, chậm rãi trước camera;video quay rõ, toàn cảnh đàn cá nhỏ;góc quay tĩnh nhiều đàn cá nhỏ;Beneath the ocean floor, schools of small fish, diverse in color and size, playfully dart among coral reefs and rocky outcrops. The water is murky. A high-quality video captures the gentle, slow motion of the fish swimming gracefully before the lens, with a static angle.;Coronados_Island_21Apr2023
0053.mp4;hai con chim cánh cụt ;;màu đen tuyền;kích thước trưởng thành;có bọt khí gần chim cánh cụt;các rặng san hô và đá bao quanh sinh vật;;nước biển xanh lam;;video có chất lượng rõ nét;một chim cánh cụt bơi qua lại trước camera, một chim cánh cụt bơi ở phía dưới với tốc độ chậm;video quay rõ, toàn cảnh hai chú chim cánh cụt ;góc quay tĩnh cảnh chim cánh cụt lớn;Under the azure sea, two mature black penguins emerge. They swim past coral reefs, bubbles trailing beside them. The video is blurry, yet they remain discernible. One moves swiftly, the other glides slowly. Capturing the entirety, a static shot frames the majestic penguins.;Coronados_Island_21Apr2023
0054.mp4;nhím biển ;;nhím biển màu đen gai màu tím;kích thước trưởng thành;các rặng san hô và đá bao quanh sinh vật;rong biển;tảo biển;nước biển trong xanh;;video có chất lượng rõ nét;nhím biển không di chuyển;video quay cận cảnh nhím biển;góc quay cao từ trên xuống;Deep beneath the ocean floor, sea urchins emerge, their robust appearance adorned in black with purple spines. Coral reefs and rocks encircle them, while seaweed gently sways in the azure waters. The video captures crisp imagery, yet the sea urchins remain stationary, peacefully inhabiting the frame. The angle shifts downward, offering a mesmerizing view.;Coronados_Island_21Apr2023
0055.mp4;sứa hộp;;mũ sứa hộp rộng, xúc tu dài, thân hình có màu hồng, tua dài tầm 2-3m, đuôi to;kích thước lớn;có bọt khí ;;;nước biển xanh lục;;video có chất lượng rõ nét;sứa biển di chuyển tới với tốc độ chậm;quay toàn phần sứa biển;góc quay tĩnh sứa hộp;Beneath the emerald waters, a box jellyfish with its pink body moves gracefully. Its tentacles stretch about 2-3 meters, trailing behind with large, bubbly tails. Though the video is blurry, it captures every detail, from static shots to full rotations of the box jellyfish.;Coronados_Island_21Apr2023
0056.mp4;rạn san hô;;"nhiều màu sắc 
rực rỡ, chủ yếu 
là màu xanh rêu,xanh sẫm và màu vàng";kích thước đa dạng;các sinh vật ký sinh trên rạn san hô như tảo, rong biển, nhím biển, sao biển,..;nhiều đàn cá nhỏ;;nước biển trong xanh;;video có chất lượng rõ nét;các sinh vật bám vào rạn san hô chuyển động nhẹ nhàng, các chú cá nhỏ bơi thành đàn và đang bơi xung quanh các rạn san hô để kiếm ăn;video quay cận cảnh rạn san hô ;góc quay cận cảnh rạn san hô;Underneath the ocean floor, coral reefs boast a vibrant array of colors. Moss green, deep blue, and golden hues dominate the scene. Diverse in size, they create a rich ecosystem teeming with symbiotic creatures such as algae, seaweed, sea urchins, starfish, and shoals of small fish. The crystal-clear, azure waters gently veil the coral reef's surface. Close-up footage reveals the graceful movement of organisms clinging to the reef, accompanied by shoals of tiny fish swimming in synchronized harmony.;Coronados_Island_21Apr2023
0057.mp4;nhím biển và sên biển;;nhím biển màu đen gai màu tím, sên biển màu hồng;kích thước trưởng thành;các rặng san hô và đá bao quanh sinh vật;rong biển;;nước biển trong xanh;;video có chất lượng rõ nét;nhím biển không di chuyển, sên biển di chuyển chậm chạp;video quay cận cảnh nhím biển và sên biển;góc quay cao từ trên xuống;At the ocean floor, black sea urchins with purple spines and pale pink sea cucumbers thrive, sizable enough. They inhabit coral reefs and rocks, with green seaweed as the backdrop. The crystal-clear water allows high-quality video to capture sharp images of them. Urchins remain stationary, while cucumbers move slowly, creating a serene scene. An overhead angle provides an overall view.;Coronados_Island_21Apr2023
0058.mp4;rạn san hô;;"nhiều màu sắc 
rực rỡ, chủ yếu 
là màu xanh rêu,xanh sẫm và màu vàng";kích thước đa dạng;nhiều đàn cá nhỏ;các sinh vật ký sinh trên rạn san hô như tảo, rong biển, nhím biển, sao biển,..;các loại san hô khác nhau như : san hô cứng, san hô mềm, san hô sừng,...;nước biển trong xanh;;video có chất lượng rõ nét;tảo, rong biển và các sinh vật bám vào rạn san hô chuyển động nhẹ nhàng, các chú cá nhỏ bơi thành đàn và đang bơi xung quanh các rạn san hô để kiếm ăn;video quay cận cảnh rạn san hô ;góc quay cận cảnh rạn san hô;Under the sea, coral reefs emerge with a colorful beauty, ranging from mossy green to vibrant gold. Varied in size, they are the habitat for numerous small fish. Here, symbiotic creatures like algae, seaweed, sea urchins, and starfish thrive. Diverse with hard, soft, and horn corals, the crystal-clear, azure water provides a backdrop. High-definition footage captures the gentle movement of algae, seaweed, and reef-dwelling organisms, alongside small schools of fish foraging. Close-up shots showcase the coral reef's intricate details.;Coronados_Island_21Apr2023
0059.mp4;hai con chim cánh cụt ;;màu đen tuyền;kích thước trưởng thành;có bọt khí gần chim cánh cụt;các rặng san hô và đá bao quanh sinh vật;;nước biển xanh lam;;video có chất lượng rõ nét;chim cánh cụt bơi vòng vòng, đang bơi trước thợ lặn;video quay rõ, toàn cảnh hai chú chim cánh cụt ;góc quay tĩnh cảnh chim cánh cụt lớn;In a deep sea scene, two large black-and-white penguins swim gracefully, darting through coral reefs and rocks. Air bubbles surround them, creating a vivid picture amidst the deep blue sea. A clear video captures the scene as they gracefully swim around.;Coronados_Island_21Apr2023
0060.mp4;sứa hộp;;mũ sứa hộp rộng, xúc tu dài, thân hình có màu hồng, tua dài tầm 2-3m;kích thước lớn;thợ lặn gần đó;;;nước biển xanh lục;;video có chất lượng rõ nét;sứa biển di chuyển tới với tốc độ chậm;quay toàn phần sứa biển;góc quay tĩnh sứa hộp;In the emerald green sea, a large box jellyfish with a prominent pink body floats. Nearby divers captured clear video footage, showing the jellyfish moving slowly and capturing a full view of it. Its tentacles extend up to 2-3 meters, creating a striking sight.;Coronados_Island_21Apr2023
0061.mp4;rạn san hô;;"nhiều màu sắc 
chủ yếu 
là màu xanh, màu hồng và màu trắng";kích thước đa dạng;các sinh vật ký sinh trên rạn san hô như tảo, rong biển, nhím biển, sao biển,..;;;nước biển trong xanh;;video có chất lượng rõ nét;tảo, rong biển và các sinh vật bám vào rạn san hô chuyển động nhẹ nhàng;camera quay cận cảnh rạn san hô, sau đó quay toản cảnh xung quanh rạn san hô, video thì rõ nét;Cảnh quay di chuyển từ từ, cho ta thấy rõ cận cảnh rạn san hô;Beneath the ocean floor lies a vast expanse of colorful coral reefs. The crystal-clear water serves as a habitat for thousands of species, ranging from algae and seaweed to sea urchins and starfish. Schools of tiny fish dance gracefully in the sunlight. The high-definition video captures close-up shots as well as panoramic views of this mesmerizing underwater world.;Coronados_Island_21Apr2023
0062.mp4;rạn san hô;;"nhiều màu sắc 
chủ yếu 
là màu xanh";kích thước đa dạng;các sinh vật ký sinh trên rạn san hô như tảo, rong biển, nhím biển, sao biển,..;;đàn cá nhỏ;nước biển trong xanh;;video có chất lượng rõ nét;tảo, rong biển và các sinh vật bám vào rạn san hô chuyển động nhẹ nhàng, các chú cá nhỏ bơi trước camera ;camera quay cận cảnh rạn san hô, sau đó quay toản cảnh xung quanh rạn san hô, video thì rõ nét;Cảnh quay di chuyển từ từ, đưa ta từ góc nhìn cận cảnh đến góc nhìn toàn cảnh của rạn san hô;Beneath the ocean's surface lies a vast expanse of colorful coral reefs. The transparent water is home to thousands of species, from algae and seaweed to sea urchins and starfish. Schools of small fish dance gracefully in the sunlight. The high-definition video captures close-up shots as well as panoramic views of this mesmerizing underwater world.;Coronados_Island_21Apr2023
0063.mp4;rong biển;;màu xanh lá;kích thước dài;bãi cát trắng;mùn hữu cơ;;nước biển trong xanh;;video có chất lượng rõ nét;rong biển di chuyển theo dòng nước;góc quay cận cảnh rong biển, videorõ nét;góc quay ngang và quay xung quanh rong biển;On the white sandy beach, long, graceful strands of green seaweed sway with the clear blue ocean currents. The high-definition video captures close-up shots of the seaweed, from horizontal angles to panoramic views, revealing intricate details of the organic debris clinging to them.;Coronados_Island_21Apr2023
0064.mp4;sao biển;;màu vàng;kích thước to;rong biển;bọt khí;bãi đá ngầm;nước biển đục;;video có chất lượng rõ nét;sao biển không chuyển động;quay toàn cảnh xung quanh, cuối video mới quay cận cảnh sao biển ;góc quay tới và zoom to vào sao biển màu vàng;The clear video captures an underwater rocky reef with murky seawater, swaying seaweeds, and bubbles rising. In the frame, a prominent large yellow starfish remains motionless. The camera pans around the surroundings, then zooms in on the starfish, with a close-up shot at the end of the video.;Coronados_Island_21Apr2023
0065.mp4;một đàn cá màu đen có số lượng nhiều;;màu đen, màu xanh dương;đa dạng kích thước;;;;nước biển đục;;video có chất lượng rõ nét;đàn cá di chuyển qua lại ;quay cận cảnh đàn cá;góc quay tĩnh bao gồm toàn bộ đàn cá;"""A clear video captures a close-up of a school of black and blue fish, varying in size and plentiful in number. The water appears murky as the school moves back and forth. The static shot encompasses the entire school of fish within the frame.""";Coronados_Island_21Apr2023
0066.mp4;nhím biển ;;nhím biển màu đen gai màu đen;kích thước trưởng thành;các rặng san hô và đá bao quanh sinh vật;rong biển;tảo biển;nước biển trong xanh;;video có chất lượng rõ nét;nhím biển không di chuyển bám trên các khe và bề mặt bãi đá ngầm;video quay cận cảnh nhím biển;góc quay cao từ trên xuống;In the high-definition video, a black sea urchin with sharp, long spines firmly adheres to crevices and surfaces of the underwater rocks. Surrounding it are coral reefs, seaweed, and algae. A high-angle shot from above reveals the clear blue seawater, accentuating the mature sea urchin.;Coronados_Island_21Apr2023
0067.mp4;hai con chim cánh cụt ;;màu đen tuyền;kích thước trưởng thành;có bọt khí gần chim cánh cụt;thợ lặn gần đó;camera thợ lặn;nước biển xanh đục;;video có chất lượng rõ nét;chim cánh cụt bơi vòng vòng sát bãi đá;video quay rõ, toàn cảnh chim cánh cụt rùi quay rạn san hô xung quanh;góc quay tĩnh cảnh chim cánh cụt lớn;In the high-quality video, two fully grown black-and-white penguins swim around the rocky shore. The murky green sea creates bubbles near them. A diver with a camera nearby captures the entire scene of the penguins, then shifts focus to the coral reef around, with a static shot of the large penguins.;Coronados_Island_21Apr2023
0068.mp4;một cái hộp gỗ được bao phủ bởi sinh vật biển;;đa dạng màu sắc;kích thước vừa;rạn san hô;thợ lặn;đàn cá nhỏ;nước biển xanh đục;;video có chất lượng rõ nét;thợ lặn di chuyển tại chỗ, đàn cá nhỏ bơi qua lại, hộp gỗ được thợ lặn kéo lên;video quay rõ;góc quay ngang, thấy rõ thùng gỗ ;A medium-sized wooden box, covered in colorful marine organisms, lies amidst a coral reef. In the clear video footage, a diver moves around as small fish swim back and forth. The murky blue sea, with a horizontal shot, clearly shows the wooden crate being pulled up by the diver.;Coronados_Island_21Apr2023
0069.mp4;hai con chim cánh cụt ;;màu đen tuyền;kích thước trưởng thành;có bọt khí gần chim cánh cụt;thợ lặn gần đó;camera thợ lặn;nước biển xanh đục;;video có chất lượng rõ nét;chim cánh cụt bơi vòng vòng sát bãi đá;video quay rõ, toàn cảnh chim cánh cụt ;góc quay tĩnh cảnh chim cánh cụt lớn;In the clear, high-quality video, two fully grown black and charcoal penguins are swimming around a rocky shore. Nearby, a diver with a camera captures the scene in its entirety. The sea is murky green with patches of bubbles near the penguins. A static shot captures every detail of the scene vividly.;Coronados_Island_21Apr2023
0070.mp4;một đàn cá màu đen có số lượng nhiều;;màu đen, màu xanh dương;đa dạng kích thước;rạn san hô;có bọt khí ;bãi đá ngầm;nước biển đục;;video có chất lượng rõ nét;đàn cá di chuyển qua lại ;quay toàn cảnh đàn cá;góc quay tĩnh toàn bộ đàn cá;In the high-quality video, a diverse array of black and blue fish of various sizes swim back and forth around the coral reef and underwater rocks. The murky seawater highlights the sparkling air bubbles. A static full-view angle allows viewers to admire the entire school of fish.;Coronados_Island_21Apr2023
0071.mp4;rạn san hô lớn;;"nhiều màu sắc 
rực rỡ, chủ yếu 
là màu xanh rêu,xanh nhạt";kích thước to lớn;nhiều loài cá nhỏ khác nhau;các sinh vật ký sinh trên rạn san hô như tảo, rong biển, nhím biển, sao biển,..;đàn cá nhỏ;nước biển trong xanh;;video có chất lượng rõ nét;tảo, rong biển và các sinh vật bám vào rạn san hô chuyển động nhẹ nhàng với tần sất rất nhanh, các chú cá nhỏ đang bơi xung quanh các rạn san hô v;camera quay cận cảnh rạn san hô và cảnh xung quanh rạn san hô, video thì rõ nét;góc máy ngang, quay toàn cảnh, quay cận cảnh rạn san hô;a large coral reef emerges with shades of moss green and light green. Their size is immense and diverse, attracting various small fish. Parasitic organisms such as algae, seaweed, sea urchins, and starfish thrive on the coral reef. Schools of small fish dart in and out, highlighting the colors and vibrancy of the coral reef. The sea is clear and transparent. Close-up footage shows exceptionally clear quality, with algae, seaweed, and clinging creatures gently and swiftly moving on the coral reef. Camera angles vary from wide shots to close-ups.;Coronados_Island_21Apr2023
0072.mp4;rạn san hô;;"nhiều màu sắc 
chủ yếu 
là các màu xanh";kích thước đa dạng;các sinh vật ký sinh trên rạn san hô như tảo, rong biển, nhím biển, sao biển,..;;đàn cá nhỏ;nước biển trong xanh;;video có chất lượng rõ nét;các sinh vật bám vào rạn san hô chuyển động nhẹ nhàng, các chú cá nhỏ bơi trước camera ;camera quay cận cảnh rạn san hô, sau đó quay toản cảnh xung quanh rạn san hô, video thì rõ nét;góc quay ngang, góc nhìn cận cảnh đến góc nhìn toàn cảnh của rạn san hô;Under the sea, the coral reef glows with vibrant colors, mainly shades of blue, boasting diverse shapes and sizes. It serves as a habitat for various creatures like algae, seaweed, sea urchins, starfish, and schools of small fish gracefully swim in the azure waters. A high-quality video captures these gentle movements of marine life on the coral reef, transitioning from close-ups to wide shots, showcasing the beauty of the surrounding environment.;Coronados_Island_21Apr2023
0073.mp4;sứa hộp;;mũ sứa hộp rộng, xúc tu dài, thân hình có màu hồng, ;kích thước lớn;bọt khí;mùn hữu cơ;;nước biển xanh đục;;video có chất lượng rõ nét;sứa biển di chuyển tới với tốc độ chậm;quay cận cảnh phần đầu sữa rồi quay toàn cảnh thân sứa;góc quay ngang, xoay ngang để thấy toàn bộ sứa biển;a box jellyfish emerges with its wide bell and long tentacles, its body tinged pink. It boasts a considerable size, with air bubbles and organic debris clinging to its surface. The murky greenish-blue water accentuates the jellyfish's presence. The video captures its slow movement with clarity, starting with a close-up of its head before transitioning to a full view of its body, utilizing both horizontal and panning shots.;Coronados_Island_21Apr2023
0074.mp4;hai con chim cánh cụt ;;màu đen tuyền;kích thước trưởng thành;có bọt khí gần chim cánh cụt;bãi cát trắng;;nước biển xanh đục;ánh sáng ban ngày;video có chất lượng rõ nét;chim cánh cụt bơi vòng vòng gần mặt nước;video quay rõ cận cảnh mặt chim cánh cụt và toàn cảnh thân chim cánh cụt;góc quay tĩnh cảnh chim cánh cụt lớn;On the white sand beach, two sleek black penguins move close to the murky blue sea. Their adult size with air bubbles near their necks. Daylight shines, clear-quality video captures close-up and panoramic views of the penguins' bodies. The camera angle remains static, showing them swimming around in the water.;Coronados_Island_21Apr2023
0075.mp4;rong biển và đàn cá;;màu xanh tươi và màu đen;kích thước đa dạng;bãi cát trắng;mùn hữu cơ;;nước biển trong xanh;;video có chất lượng rõ nét;rong biển chuyển động theo hướng chạy của dòng nước, đàn cá bơi qua lại;góc quay cận cảnh rong biển và đàn cá , video rõ nét;góc quay ngang và quay xung quanh rong biển, đàn cá;Vibrant green and soft black seaweed of various sizes sway gently. The seabed is covered with white sand and organic debris. The sea water is clear and transparent. High-definition video captures the smooth movements of the seaweed and schools of fish flowing gracefully with the current. Close-up shots highlight their natural beauty from different angles, from horizontal views to panoramic sweeps.;Coronados_Island_21Apr2023
0076.mp4;rong biển;;màu xanh tươi;kích thước dài;bãi cát trắng;mùn hữu cơ;;nước biển trong xanh;;video có chất lượng rõ nét;rong biển chuyển động theo hướng chạy của dòng nước;góc quay cận cảnh rong biển, video rõ nét;góc quay ngang và quay xung quanh rong biển;Seaweeds thrive beneath the clear blue sea. They come in various sizes and often grow on white sandy beaches or organic debris. The video of seaweed is sharply filmed, capturing their movements with the current. The camera transitions from close-up shots of the seaweed to horizontal views and panoramic sweeps of the surroundings.;Coronados_Island_21Apr2023
0077.mp4;sâu biển;;màu sắc đa dạng gồm màu xanh, tím, vàng, đen , trắng xen kẽ với nhau;kích thước bé;rạn san hô;tảo biển;các rặng san hô và đá bao quanh sinh vật;nước biển trong xanh;;video có chất lượng rõ nét;sâu biển không di chuyển, bám vào rạn san hô;video quay rõ, toàn cảnh sâu biển;góc quay tĩnh sâu biển;Beneath the ocean floor, the vibrant depths showcase a diverse array of colors like blue, purple, yellow, black, and white intermingling. They come in small sizes, clinging to coral reefs and rocks. The sea water is crystal clear. The high-definition video captures the panoramic view of the ocean depths from a static angle, revealing the imagery of the underwater world.;Coronados_Island_21Apr2023
0078.mp4;nhím biển ;;nhím biển màu đen gai màu tím;kích thước trưởng thành;các rặng san hô và đá bao quanh sinh vật;rong biển;tảo biển;nước biển trong xanh;;video có chất lượng hơi mờ;nhím biển không di chuyển bám vào các tảng đá và rạn san hô;video quay cận cảnh nhím biển;góc quay cao từ trên xuống, zoom vào nhím biển;At the bottom of the sea, purple spiny black sea urchins stand out among coral reefs and rocks. This creature is adult in size, does not move, firmly adheres to surfaces. The video captures the image of sea urchins with slightly blurred quality, zooming in from a high angle from above, close-up details of sea urchins and surrounding coral patches.;Coronados_Island_21Apr2023
0079.mp4;hai con chim cánh cụt ;;màu đen tuyền;kích thước trưởng thành;có bọt khí gần chim cánh cụt;bãi cát trắng;;nước biển xanh đục;;video có chất lượng rõ nét;chim cánh cụt bơi vòng vòng sát bãi cát trắng;video quay rõ cận cảnh mặt chim cánh cụt và toàn cảnh thân chim cánh cụt;góc quay tĩnh cảnh chim cánh cụt lớn;On the white sand, two large penguins with jet black feathers stretched out amid the turbid blue water. Clear-quality video shows them swimming circles close to the sandy shore, with air bubbles whispering around. Sharp still-shot angles close-ups of their faces and whole bodies;Coronados_Island_21Apr2023
0080.mp4;sứa hộp;;mũ sứa hộp rộng, xúc tu dài, thân hình có màu hồng, ;kích thước lớn;bọt khí;mùn hữu cơ;bọt khí;nước biển xanh đục;;video có chất lượng rõ nét;sứa biển di chuyển tới với tốc độ chậm;quay cận cảnh phần đầu sữa rồi quay toàn cảnh thân sứa;góc quay ngang, xoay ngang để thấy toàn bộ sứa biển;At the bottom of the sea, box jellyfish appear with wide hats and long tentacles, pink body, large size. Air bubbles and organic humus float in turbid blue seawater. The video is clear, capturing slow-moving sea jellyfish. The camera takes a close-up of the jellyfish's head, then rotates horizontally to see the entire body of the sea jellyfish.;Coronados_Island_21Apr2023
0081.mp4;hai con chim cánh cụt ;;màu đen tuyền;kích thước trưởng thành;có bọt khí gần chim cánh cụt;bãi cát trắng;;nước biển xanh đục;;video có chất lượng rõ nét;chim cánh cụt bơi vòng vòng sát bãi cát trắng;video quay rõ, toàn cảnh chim cánh cụt ;góc quay tĩnh cảnh chim cánh cụt lớn;Two jet-black, adult-sized penguins swim close to the white sand. The sea water is turbid blue with air bubbles near them. Clear video, capturing panoramic penguins moving. Static camera angles show their great detail.;Coronados_Island_21Apr2023
0082.mp4;hai con chim cánh cụt ;;màu đen tuyền;kích thước trưởng thành;bãi cát trắng;có bọt khí gần chim cánh cụt;;nước biển xanh đục;;video có chất lượng hơi mờ;hai chim cánh cụt bơi trước camera;video quay rõ, toàn cảnh hai chú chim cánh cụt ;góc quay tĩnh cảnh chim cánh cụt lớn;On the white sand, two adult jet-black penguins stand near air bubbles. The turbid blue sea surrounded. The video quality is a bit blurry, two birds swim in front of the camera, clearly capturing the whole scene. The static angle shows details of two large penguins.;Coronados_Island_21Apr2023
0083.mp4;nước biển màu xanh dương trong;;màu xanh dương trong;;có bọt khí;hữu cơ;;nước biển màu xanh lục ngọc;;video có chất lượng rõ nét;;;góc quay thấp từ dưới lên, và từ trên xuống;"""At the bottom of the sea, the clear blue sea water is still dense with organic air bubbles. Immense turquoise green seawater. Video shot from low angle to top and top to bottom, in clear detail """;Coronados_Island_21Apr2023
0084.mp4;sâu biển;;màu sắc đa dạng gồm màu xanh, vàng, đen , trắng xen kẽ với nhau;kích thước bé;rạn san hô;tảo biển;các rặng san hô và đá bao quanh sinh vật;nước biển trong xanh;;video có chất lượng rõ nét;sâu biển không di chuyển bám trên rạn sau hô màu xanh lá cây;video quay rõ, toàn cảnh sâu biển;góc quay tĩnh sâu biển;"""In deep sea water, sea depths appear with a variety of colors including blue, yellow, black and white alternately. They are small in size, clinging to coral reefs and rocks, around seaweed. The sea water is clear, the video is clear, capturing the whole calm deep seascape, striking green. """;Coronados_Island_21Apr2023
0085.mp4;con chim cánh cụt ;;màu đen tuyền;kích thước trưởng thành;thợ lặn gần đó;có bọt khí gần chim cánh cụt;các tảng đá;nước biển xanh lam;;video có chất lượng hơi mờ;chim cánh cụt bơi xa camera với tốc độ cao;video quay rõ, toàn cảnh hai chú chim cánh cụt ;góc quay tĩnh cảnh chim cánh cụt lớn;Under the blue sea, two jet-black penguins appeared. Their size as adults is quite large. Divers nearby with rocks and air bubbles around the penguins. The video is clear but a bit blurry, the still angle captures two penguins swimming fast at high speed, and their panorama is very clear.;Coronados_Island_21Apr2023
0086.mp4;rạn san hô;;"nhiều màu sắc 
chủ yếu 
là các màu xanh, màu vàng";kích thước đa dạng;các sinh vật ký sinh trên rạn san hô như tảo, rong biển, nhím biển, sao biển,..;;đàn cá nhỏ;nước biển trong xanh;;video có chất lượng rõ nét;các sinh vật bám vào rạn san hô chuyển động nhẹ nhàng, các chú cá nhỏ bơi trước camera ;camera quay cận cảnh rạn san hô, sau đó quay toản cảnh xung quanh rạn san hô, video thì rõ nét;góc quay tĩnh cảnh rạn san hô;At the bottom of the sea, the coral reef appears with colorful beauty, mainly blue and yellow. Sizes vary from small masses to large coral reefs. It is home to organisms such as algae, seaweed, sea urchins, starfish,... Schools of small fish swim in the clear blue water. The reef video is shot clearly, according to each movement of the creatures. The camera moves from a close-up of the reef to a panorama of the surroundings, with a static angle.;Coronados_Island_21Apr2023
0087.mp4;hai con chim cánh cụt ;;màu đen tuyền;kích thước trưởng thành;các rặng san hô ;có bọt khí gần chim cánh cụt;các tảng đá;nước biển xanh đục;ánh sáng ban ngày;video có chất lượng hơi mờ;hai chim cánh cụt bơi vòng vòng trước camera;video quay rõ, toàn cảnh hai chú chim cánh cụt ;góc quay tĩnh cảnh chim cánh cụt lớn;Under the turbid blue water, two jet-black penguins swam around near coral reefs and rocks, bubbles gently beside them. Daylight shone on them. The video clearly captures two penguins with a still angle.;Coronados_Island_21Apr2023
